CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
MOTOR VEHICLE THEFT,10/13/2017 01:00:00 PM,17-055329,VEHICLE THEFT - AUTO,25Y,7800 SURREY LN,Oakland,CA,"7800 SURREY LN
Oakland, CA
(37.777434, -122.139457)"
ASSAULT,12/27/2017 10:00:00 PM,17-067445,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,27Y,1900 55TH AV,Oakland,CA,"1900 55TH AV
Oakland, CA
(37.770111, -122.199432)"
VANDALISM,10/19/2017 06:30:00 PM,17-916595,VANDALISM,01X,200 WEBSTER ST,Oakland,CA,"200 WEBSTER ST
Oakland, CA
(37.795442, -122.273739)"
THEFT/LARCENY,11/20/2017 01:00:00 PM,17-918520,BURGLARY-AUTO,,4400 SHELLMOUND ST,Oakland,CA,"4400 SHELLMOUND ST
Oakland, CA
(37.831043, -122.292906)"
MOTOR VEHICLE THEFT,11/13/2017 12:00:00 AM,17-060382,VEHICLE THEFT - AUTO,25Y,400 CANYON OAKS DR,Oakland,CA,"400 CANYON OAKS DR
Oakland, CA
(37.771398, -122.147739)"
VANDALISM,11/20/2017 12:30:00 AM,17-918457,VANDALISM,02Y,900BLK CENTER ST,Oakland,CA,"900BLK CENTER ST
Oakland, CA
(37.807176, -122.294267)"
ROBBERY,11/19/2017 12:40:00 AM,17-060451,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",04X,1700 CASTRO ST,Oakland,CA,"1700 CASTRO ST
Oakland, CA
(37.809092, -122.275644)"
THEFT/LARCENY,10/19/2017 09:00:00 PM,17-916621,BURGLARY-AUTO,19X,1000 2ND AVE,Oakland,CA,"1000 2ND AVE
Oakland, CA
(37.795953, -122.259166)"
THEFT/LARCENY,10/19/2017 10:15:00 PM,17-916611,BURGLARY-AUTO,03X,400 12TH,Oakland,CA,"400 12TH
Oakland, CA
(37.795733, -122.255547)"
ASSAULT,10/25/2017 07:34:00 PM,17-056108,BATTERY,03X,1300 BROADWAY,Oakland,CA,"1300 BROADWAY
Oakland, CA
(37.803663, -122.271636)"
ASSAULT,11/07/2017 01:12:00 AM,17-058394,FORCE/ADW-KNIFE:GBI,19X,1200 LAKESHORE AVE,Oakland,CA,"1200 LAKESHORE AVE
Oakland, CA
(37.799118, -122.25849)"
ASSAULT,10/30/2017 05:15:00 PM,17-057008,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,09X,3800 HOWE ST,Oakland,CA,"3800 HOWE ST
Oakland, CA
(37.824659, -122.256317)"
THEFT/LARCENY,11/13/2017 12:00:00 PM,17-059429,THEFT,30Y,7200 BANCROFT AV,Oakland,CA,"7200 BANCROFT AV
Oakland, CA
(37.766093, -122.177258)"
THEFT/LARCENY,11/23/2017 07:00:00 PM,17-918550,BURGLARY-AUTO,14X,200 ADAMS ST,Oakland,CA,"200 ADAMS ST
Oakland, CA
(37.813228, -122.257957)"
VANDALISM,12/02/2017 01:00:00 AM,17-062919,VANDALISM,04X,2200 MARTIN LUTHER KING JR W,Oakland,CA,"2200 MARTIN LUTHER KING JR W
Oakland, CA
"
VANDALISM,11/24/2017 06:20:00 PM,17-918588,VANDALISM,01X,200BLK WEBSTER ST,Oakland,CA,"200BLK WEBSTER ST
Oakland, CA
(37.795442, -122.273739)"
VANDALISM,12/01/2017 06:00:00 PM,17-062719,VANDALISM,34X,9200 INTERNATIONAL BLVD,Oakland,CA,"9200 INTERNATIONAL BLVD
Oakland, CA
(37.748554, -122.173516)"
FRAUD,10/25/2017 04:24:00 PM,17-056075,UNAUTHORIZED USE/OBLITERATE/ETC DAIRY BRAND REG [$400 OR LESS],34X,8400 INTERNATIONAL BLVD,Oakland,CA,"8400 INTERNATIONAL BLVD
Oakland, CA
(37.754229, -122.17772)"
THEFT/LARCENY,11/18/2017 11:39:00 PM,17-918453,GRAND THEFT,14Y,3700 GRAND AVE,Oakland,CA,"3700 GRAND AVE
Oakland, CA
(37.816496, -122.245445)"
MOTOR VEHICLE THEFT,12/01/2017 04:40:00 PM,17-062747,VEHICLE THEFT - AUTO,12Y,5200 DESMOND ST,Oakland,CA,"5200 DESMOND ST
Oakland, CA
(37.83614, -122.252797)"
THEFT/LARCENY,11/25/2017 05:00:00 PM,17-918558,BURGLARY-AUTO,01X,9TH HARRISON ST,Oakland,CA,"9TH HARRISON ST
Oakland, CA
"
THEFT/LARCENY,10/13/2017 11:30:00 AM,17-916649,GRAND THEFT,31X,00 AIRPORT DRIVE,Oakland,CA,"00 AIRPORT DRIVE
Oakland, CA
"
BURGLARY,11/04/2017 07:00:00 PM,17-058133,BURGLARY-NO FORCE,20X,2600 E. 12TH ST,Oakland,CA,"2600 E. 12TH ST
Oakland, CA
(37.780036, -122.232767)"
THEFT/LARCENY,01/06/2018 09:30:00 PM,18-001113,BURGLARY-AUTO,03Y,1300 JEFFERSON ST,Oakland,CA,"1300 JEFFERSON ST
Oakland, CA
(37.805017, -122.275237)"
THEFT/LARCENY,11/15/2017 08:30:00 PM,17-059909,BURGLARY-AUTO,04X,1800 SAN PABLO AV,Oakland,CA,"1800 SAN PABLO AV
Oakland, CA
(37.808106, -122.272441)"
MOTOR VEHICLE THEFT,12/15/2017 09:40:00 PM,17-065328,VEHICLE THEFT - AUTO,35X,8600 DOWLING ST,Oakland,CA,"8600 DOWLING ST
Oakland, CA
(37.757323, -122.166082)"
VANDALISM,11/14/2017 10:00:00 PM,17-065700,VANDALISM,09X,4100 PIEDMONT AV,Oakland,CA,"4100 PIEDMONT AV
Oakland, CA
(37.826568, -122.252189)"
THEFT/LARCENY,11/03/2017 11:26:00 AM,17-917469,THEFT,30X,8100 INTERNATIONAL BLVD,Oakland,CA,"8100 INTERNATIONAL BLVD
Oakland, CA
(37.756141, -122.180557)"
THEFT/LARCENY,11/06/2017 08:00:00 PM,17-917722,BURGLARY-AUTO,12X,4900 SHATTUCK AV,Oakland,CA,"4900 SHATTUCK AV
Oakland, CA
(37.835924, -122.26392)"
THEFT/LARCENY,11/08/2017 04:00:00 PM,17-917820,BURGLARY-AUTO,04X,1800 SAN PABLO AV,Oakland,CA,"1800 SAN PABLO AV
Oakland, CA
(37.808106, -122.272441)"
THEFT/LARCENY,11/06/2017 09:30:00 AM,17-065875,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $400],07X,1100 32ND ST,Oakland,CA,"1100 32ND ST
Oakland, CA
(37.823516, -122.27991)"
THEFT/LARCENY,12/06/2017 11:40:00 AM,17-063590,BURGLARY-AUTO,01X,400 EMBARCADERO WEST,Oakland,CA,"400 EMBARCADERO WEST
Oakland, CA
(37.794941, -122.27554)"
MOTOR VEHICLE THEFT,11/29/2017 06:00:00 PM,17-067115,VEHICLE THEFT - AUTO,07X,1000 24TH ST,Oakland,CA,"1000 24TH ST
Oakland, CA
(37.816472, -122.28021)"
FRAUD,11/03/2017 04:15:00 PM,17-917433,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12X,5100 SHATTUCK AV,Oakland,CA,"5100 SHATTUCK AV
Oakland, CA
(37.837311, -122.264102)"
MOTOR VEHICLE THEFT,11/09/2017 02:00:00 PM,17-062527,VEHICLE THEFT - AUTO,35X,9500 ALCALA AV,Oakland,CA,"9500 ALCALA AV
Oakland, CA
(37.756244, -122.151281)"
THEFT/LARCENY,11/03/2017 05:40:00 PM,17-917401,THEFT,12Y,5400 COLLEGE AV,Oakland,CA,"5400 COLLEGE AV
Oakland, CA
(37.840313, -122.251336)"
MOTOR VEHICLE THEFT,10/30/2017 03:10:00 PM,17-057026,VEHICLE THEFT - AUTO,31Y,9500 CORAL RD,Oakland,CA,"9500 CORAL RD
Oakland, CA
(37.733904, -122.191301)"
THEFT/LARCENY,11/02/2017 02:15:00 PM,17-917317,GRAND THEFT,28X,4900 MACARTHUR BLVD,Oakland,CA,"4900 MACARTHUR BLVD
Oakland, CA
(37.783636, -122.188246)"
ASSAULT,12/02/2017 08:00:00 PM,17-062916,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,900 CENTER ST,Oakland,CA,"900 CENTER ST
Oakland, CA
(37.807176, -122.294267)"
THEFT/LARCENY,10/28/2017 03:00:00 PM,17-917312,BURGLARY-AUTO,08X,2900 WEBSTER ST,Oakland,CA,"2900 WEBSTER ST
Oakland, CA
(37.817499, -122.263777)"
THEFT/LARCENY,11/07/2017 08:00:00 PM,17-918905,BURGLARY-AUTO,12X,5000 TELEGRAPH AVE,Oakland,CA,"5000 TELEGRAPH AVE
Oakland, CA
(37.83653, -122.262463)"
VANDALISM,11/20/2017 07:10:00 PM,17-918466,VANDALISM,,BANCROFT AVE,Oakland,CA,"BANCROFT AVE
Oakland, CA
"
THEFT/LARCENY,10/16/2017 06:00:00 PM,17-916638,THEFT,08X,400 40TH ST,Oakland,CA,"400 40TH ST
Oakland, CA
(37.828507, -122.26004)"
THEFT/LARCENY,11/06/2017 12:50:00 PM,17-058308,BURGLARY-AUTO,30Y,7900 OUTLOOK AV,Oakland,CA,"7900 OUTLOOK AV
Oakland, CA
(37.766723, -122.16426)"
DISTURBING THE PEACE,12/06/2017 01:10:00 PM,17-063547,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
VANDALISM,10/19/2017 04:00:00 AM,17-916585,VANDALISM,12X,4100 OPAL ST,Oakland,CA,"4100 OPAL ST
Oakland, CA
(37.829048, -122.25854)"
THEFT/LARCENY,11/22/2017 08:40:00 PM,17-918548,BURGLARY-AUTO,04X,2100 WEBSTER ST,Oakland,CA,"2100 WEBSTER ST
Oakland, CA
(37.809947, -122.265796)"
MOTOR VEHICLE THEFT,11/06/2017 06:00:00 PM,17-058370,VEHICLE THEFT - AUTO,21Y,2700 SCHOOL ST,Oakland,CA,"2700 SCHOOL ST
Oakland, CA
(37.795804, -122.217789)"
VANDALISM,11/02/2017 07:45:00 PM,17-917311,VANDALISM,08X,2300 WEBSTER ST,Oakland,CA,"2300 WEBSTER ST
Oakland, CA
(37.812134, -122.265203)"
ASSAULT,10/24/2017 01:00:00 PM,17-055853,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,23X,3700 INTERNATIONAL BLVD,Oakland,CA,"3700 INTERNATIONAL BLVD
Oakland, CA
(37.774847, -122.220094)"
FRAUD,,17-058238,GET CREDIT/ETC OTHER'S ID,21X,00 PEROLY CT,Oakland,CA,"00 PEROLY CT
Oakland, CA
"
MOTOR VEHICLE THEFT,11/30/2017 10:00:00 PM,17-062746,VEHICLE THEFT - AUTO,32X,10400 INTERNATIONAL BLVD,Oakland,CA,"10400 INTERNATIONAL BLVD
Oakland, CA
(37.739968, -122.167244)"
THEFT/LARCENY,11/01/2017 06:30:00 PM,17-917305,BURGLARY-AUTO,08X,3000 BROADWAY,Oakland,CA,"3000 BROADWAY
Oakland, CA
(37.818857, -122.262035)"
THEFT/LARCENY,11/23/2017 08:45:00 PM,17-918533,BURGLARY-AUTO,24X,4000 FOOTHILL BOULEVARD,Oakland,CA,"4000 FOOTHILL BOULEVARD
Oakland, CA
(37.777639, -122.215139)"
ASSAULT,11/07/2017 02:30:00 AM,17-058397,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,14X,500 BELLEVUE AV,Oakland,CA,"500 BELLEVUE AV
Oakland, CA
(37.807743, -122.253989)"
VANDALISM,11/20/2017 06:30:00 PM,17-918445,VANDALISM,14Y,700 WALKER AVE,Oakland,CA,"700 WALKER AVE
Oakland, CA
(37.811446, -122.246945)"
VANDALISM,11/11/2017 10:15:00 PM,17-059220,VANDALISM,20X,2800 E 9TH ST,Oakland,CA,"2800 E 9TH ST
Oakland, CA
(37.776493, -122.23379)"
MOTOR VEHICLE THEFT,11/05/2017 05:00:00 PM,17-058356,VEHICLE THEFT - AUTO,25X,3600 PATTERSON AV,Oakland,CA,"3600 PATTERSON AV
Oakland, CA
(37.79116, -122.198171)"
ARSON,12/16/2017 10:52:00 AM,17-065335,MAL SET/ETC FIRE PROP/ETC,18X,1900 E 20TH ST,Oakland,CA,"1900 E 20TH ST
Oakland, CA
(37.790638, -122.237105)"
DISTURBING THE PEACE,12/14/2017 03:00:00 PM,17-065035,DISTURB THE PEACE,05X,1000 14TH ST,Oakland,CA,"1000 14TH ST
Oakland, CA
(37.808911, -122.282872)"
VANDALISM,10/20/2017 02:00:00 PM,17-916645,VANDALISM,33X,9100 G ST,Oakland,CA,"9100 G ST
Oakland, CA
(37.744816, -122.18146)"
THEFT/LARCENY,12/16/2017 08:00:00 AM,17-065343,BURGLARY-AUTO,17X,400 E 18TH ST,Oakland,CA,"400 E 18TH ST
Oakland, CA
(37.799143, -122.25096)"
THEFT/LARCENY,10/19/2017 06:00:00 PM,17-916599,BURGLARY-AUTO,,WEBSTER ST,Oakland,CA,"WEBSTER ST
Oakland, CA
"
THEFT/LARCENY,11/02/2017 09:00:00 PM,17-917327,BURGLARY-AUTO,04X,1400 ALICE ST,Oakland,CA,"1400 ALICE ST
Oakland, CA
(37.802451, -122.266424)"
ASSAULT,11/18/2017 05:35:00 PM,17-060394,INFLICT CRPL INJ SP/COHAB,30X,1600 CHURCH ST,Oakland,CA,"1600 CHURCH ST
Oakland, CA
(37.762419, -122.18851)"
VANDALISM,11/20/2017 06:50:00 PM,17-918499,VANDALISM,08X,3800 OPAL ST,Oakland,CA,"3800 OPAL ST
Oakland, CA
(37.826412, -122.259256)"
ASSAULT,11/26/2017 08:00:00 PM,17-062931,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,1700 MARTIN LUTHER KING JR W,Oakland,CA,"1700 MARTIN LUTHER KING JR W
Oakland, CA
"
THEFT/LARCENY,10/25/2017 01:05:00 PM,17-917330,GRAND THEFT,29X,5800 FOOTHILL BOULEVARD,Oakland,CA,"5800 FOOTHILL BOULEVARD
Oakland, CA
(37.771865, -122.192053)"
MOTOR VEHICLE THEFT,12/15/2017 10:22:00 PM,17-065244,VEHICLE THEFT - AUTO,32X,1400 105TH AV,Oakland,CA,"1400 105TH AV
Oakland, CA
(37.73943, -122.166417)"
VANDALISM,10/19/2017 07:15:00 PM,17-916661,VANDALISM,12X,4800 SHATTUCK AVE,Oakland,CA,"4800 SHATTUCK AVE
Oakland, CA
(37.835192, -122.263819)"
THEFT/LARCENY,11/20/2017 03:05:00 PM,17-918489,BURGLARY-AUTO,03Y,600 8TH ST,Oakland,CA,"600 8TH ST
Oakland, CA
(37.80161, -122.277343)"
ASSAULT,10/25/2017 01:04:00 AM,17-055937,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,1600 HIGH ST,Oakland,CA,"1600 HIGH ST
Oakland, CA
(37.773599, -122.213189)"
DRUGS/ALCOHOL VIOLATIONS,12/16/2017 10:18:00 AM,17-065337,POSSESS MARIJUANA/HASHISH FOR SALE,23X,4000 INTERNATIONAL BLVD,Oakland,CA,"4000 INTERNATIONAL BLVD
Oakland, CA
(37.773876, -122.217943)"
ROBBERY,11/11/2017 03:00:00 AM,17-059108,ROBBERY-FIREARM,23X,3800 INTERNATIONAL BLVD,Oakland,CA,"3800 INTERNATIONAL BLVD
Oakland, CA
(37.774651, -122.219682)"
THEFT/LARCENY,11/26/2017 12:00:00 PM,17-061617,BURGLARY-AUTO,03X,1300 FRANKLIN ST,Oakland,CA,"1300 FRANKLIN ST
Oakland, CA
(37.803302, -122.270302)"
THEFT/LARCENY,10/19/2017 05:00:00 PM,17-916597,BURGLARY-AUTO,09X,3900 PIEDMONT AVE,Oakland,CA,"3900 PIEDMONT AVE
Oakland, CA
(37.825044, -122.25421)"
VANDALISM,10/21/2017 06:35:00 PM,17-916613,VANDALISM,19X,1100 7TH AVE,Oakland,CA,"1100 7TH AVE
Oakland, CA
(37.792969, -122.254091)"
ASSAULT,12/03/2017 02:09:00 AM,17-062928,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,23X,1800 41ST AV,Oakland,CA,"1800 41ST AV
Oakland, CA
(37.775873, -122.214429)"
WEAPONS,12/15/2017 09:03:00 AM,17-065145,ALTER/CHANGE/ETC IMITATION FIREARM TO LOOK LIKE A FIREARM,24Y,3100 35TH AV,Oakland,CA,"3100 35TH AV
Oakland, CA
(37.790758, -122.205631)"
THEFT/LARCENY,10/19/2017 05:15:00 PM,17-916652,THEFT,03Y,600 13TH ST,Oakland,CA,"600 13TH ST
Oakland, CA
(37.805017, -122.275237)"
VANDALISM,11/13/2017 09:25:00 PM,17-918454,VANDALISM,04X,2000 BROADWAY,Oakland,CA,"2000 BROADWAY
Oakland, CA
(37.80952, -122.267863)"
ASSAULT,10/24/2017 12:37:00 PM,17-055974,ASSAULT,08X,3300 WEBSTER ST,Oakland,CA,"3300 WEBSTER ST
Oakland, CA
(37.821339, -122.262165)"
VANDALISM,10/20/2017 09:00:00 PM,17-916626,VANDALISM,15X,2200 PARK BOULEVARD,Oakland,CA,"2200 PARK BOULEVARD
Oakland, CA
(37.8012, -122.246868)"
MOTOR VEHICLE THEFT,10/22/2017 06:00:00 PM,17-055625,VEHICLE THEFT - AUTO,33X,9100 B ST,Oakland,CA,"9100 B ST
Oakland, CA
(37.747592, -122.177478)"
MOTOR VEHICLE THEFT,12/17/2017 04:15:00 PM,17-065520,VEHICLE THEFT - AUTO,11X,500 ALCATRAZ AV,Oakland,CA,"500 ALCATRAZ AV
Oakland, CA
(37.850194, -122.260512)"
ROBBERY,12/02/2017 06:30:00 PM,17-062908,ROBBERY-FIREARM,34X,9100 OLIVE ST,Oakland,CA,"9100 OLIVE ST
Oakland, CA
(37.751918, -122.167343)"
DRUGS/ALCOHOL VIOLATIONS,11/07/2017 10:40:00 PM,17-058381,POSSESS MARIJUANA/HASHISH FOR SALE,22X,2600 MACARTHUR BLVD,Oakland,CA,"2600 MACARTHUR BLVD
Oakland, CA
(37.798953, -122.210654)"
MOTOR VEHICLE THEFT,10/23/2017 05:00:00 PM,17-055895,VEHICLE THEFT - AUTO,13Z,6600 HEARTWOOD DR,Oakland,CA,"6600 HEARTWOOD DR
Oakland, CA
(37.833947, -122.20371)"
THEFT/LARCENY,11/26/2017 10:50:00 PM,17-061751,BURGLARY-AUTO,03X,300 11TH ST,Oakland,CA,"300 11TH ST
Oakland, CA
(37.800855, -122.268903)"
ASSAULT,11/27/2017 06:20:00 PM,17-061915,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,17Y,1400 E 31ST ST,Oakland,CA,"1400 E 31ST ST
Oakland, CA
(37.799276, -122.231413)"
SEX CRIMES,10/24/2017 08:14:00 PM,17-055900,DISORDERLY CONDUCT:PROSTITUTION,07X,3600 MANDELA PKWY,Oakland,CA,"3600 MANDELA PKWY
Oakland, CA
(37.827326, -122.289221)"
VANDALISM,10/18/2017 09:55:00 PM,17-916572,VANDALISM,15X,300 NEWTON AVE,Oakland,CA,"300 NEWTON AVE
Oakland, CA
(37.801715, -122.248682)"
THEFT/LARCENY,11/02/2017 06:00:00 PM,17-917340,BURGLARY-AUTO,03X,400 13TH ST,Oakland,CA,"400 13TH ST
Oakland, CA
(37.803154, -122.270392)"
MOTOR VEHICLE THEFT,10/29/2017 10:00:00 PM,17-057007,VEHICLE THEFT - AUTO,05X,900 14TH ST,Oakland,CA,"900 14TH ST
Oakland, CA
(37.808518, -122.281315)"
THEFT/LARCENY,11/21/2017 11:30:00 PM,17-918511,BURGLARY-AUTO,03X,300 11TH ST,Oakland,CA,"300 11TH ST
Oakland, CA
(37.800855, -122.268903)"
FRAUD,11/15/2017 12:00:00 AM,17-918570,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12Y,5300 SHAFTER AVE,Oakland,CA,"5300 SHAFTER AVE
Oakland, CA
(37.83963, -122.255948)"
THEFT/LARCENY,11/14/2017 12:00:00 AM,17-059433,THEFT,26Y,1200 72ND AV,Oakland,CA,"1200 72ND AV
Oakland, CA
(37.758623, -122.189391)"
THEFT/LARCENY,12/01/2017 04:30:00 PM,17-062811,PETTY THEFT:$50-,17Y,2700 10TH AV,Oakland,CA,"2700 10TH AV
Oakland, CA
(37.80037, -122.238101)"
DISTURBING THE PEACE,11/05/2017 03:58:00 PM,17-058123,DISTURB THE PEACE,77X,00,Oakland,CA,"00
Oakland, CA
"
THEFT/LARCENY,10/20/2017 10:13:00 AM,17-916630,BURGLARY-AUTO,31Y,500 HEGENBERGER ROAD,Oakland,CA,"500 HEGENBERGER ROAD
Oakland, CA
(37.742152, -122.196132)"
ASSAULT,12/01/2017 01:45:00 PM,17-062646,THREAT CRIME:INT:TERRORIZE,19X,2200 E 12TH ST,Oakland,CA,"2200 E 12TH ST
Oakland, CA
(37.783628, -122.23836)"
THEFT/LARCENY,11/24/2017 04:35:00 PM,17-918531,GRAND THEFT,,LAKESHORE AVE,Oakland,CA,"LAKESHORE AVE
Oakland, CA
"
THEFT/LARCENY,11/22/2017 12:00:00 PM,17-061206,THEFT,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THEFT/LARCENY,10/18/2017 07:30:00 PM,17-916592,BURGLARY-AUTO,04X,1900 SAN PABLO AVE,Oakland,CA,"1900 SAN PABLO AVE
Oakland, CA
(37.809032, -122.27271)"
VANDALISM,11/11/2017 01:40:00 PM,17-917926,VANDALISM,22X,2800 MOUNTAIN BOULEVARD,Oakland,CA,"2800 MOUNTAIN BOULEVARD
Oakland, CA
(37.81223, -122.199122)"
THEFT/LARCENY,11/02/2017 03:00:00 PM,17-057597,BURGLARY-AUTO,03X,1300 MADISON ST,Oakland,CA,"1300 MADISON ST
Oakland, CA
(37.80094, -122.264431)"
VANDALISM,11/10/2017 08:40:00 PM,17-917919,VANDALISM,01X,300 CLAY ST,Oakland,CA,"300 CLAY ST
Oakland, CA
(37.797987, -122.278148)"
VANDALISM,11/21/2017 07:25:00 AM,17-918508,VANDALISM,31X,7200 EDGEWATER DRIVE,Oakland,CA,"7200 EDGEWATER DRIVE
Oakland, CA
(37.748059, -122.208457)"
VANDALISM,10/18/2017 07:00:00 PM,17-916584,VANDALISM,,BRUSH ST,Oakland,CA,"BRUSH ST
Oakland, CA
"
ASSAULT,10/17/2017 07:30:00 AM,17-054439,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,12Y,5100 CLAREMONT AV,Oakland,CA,"5100 CLAREMONT AV
Oakland, CA
(37.838135, -122.261798)"
THEFT/LARCENY,10/19/2017 05:00:00 PM,17-916602,BURGLARY-AUTO,,E 24TH ST,Oakland,CA,"E 24TH ST
Oakland, CA
"
THEFT/LARCENY,12/03/2017 03:30:00 PM,17-918943,BURGLARY-AUTO,77X,2700 MIDDLE HARBOR RD,Oakland,CA,"2700 MIDDLE HARBOR RD
Oakland, CA
"
BURGLARY,11/28/2017 10:13:00 AM,17-062018,BURGLARY-NO FORCE,31X,8400 EDGEWATER DR,Oakland,CA,"8400 EDGEWATER DR
Oakland, CA
(37.737486, -122.198228)"
THEFT/LARCENY,12/05/2017 10:00:00 PM,17-063464,BURGLARY-AUTO,08X,2800 BROADWAY,Oakland,CA,"2800 BROADWAY
Oakland, CA
(37.816632, -122.263426)"
ASSAULT,11/08/2017 08:30:00 PM,17-058751,BATTERY,30Y,7200 BANCROFT AV,Oakland,CA,"7200 BANCROFT AV
Oakland, CA
(37.766093, -122.177258)"
THEFT/LARCENY,11/02/2017 08:30:00 PM,17-917336,BURGLARY-AUTO,77X,CLAY ST,Oakland,CA,"CLAY ST
Oakland, CA
"
THEFT/LARCENY,11/15/2017 03:00:00 PM,17-918164,GRAND THEFT,18X,1600 22ND AV,Oakland,CA,"1600 22ND AV
Oakland, CA
(37.786268, -122.236271)"
THEFT/LARCENY,12/05/2017 12:00:00 AM,17-063945,THEFT,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.805162, -122.293993)"
DRUGS/ALCOHOL VIOLATIONS,11/26/2017 08:19:00 AM,17-062950,DISORDERLY CONDUCT:TOLUENE,31X,7000 COLISEUM WY,Oakland,CA,"7000 COLISEUM WY
Oakland, CA
(37.754734, -122.204926)"
MOTOR VEHICLE THEFT,01/08/2018 12:12:00 PM,18-001327,VEHICLE THEFT - AUTO,23X,3300 ALAMEDA AV,Oakland,CA,"3300 ALAMEDA AV
Oakland, CA
(37.769463, -122.229532)"
THEFT/LARCENY,11/20/2017 03:00:00 PM,17-061021,BURGLARY-AUTO,29X,4000 BURCKHALTER AV,Oakland,CA,"4000 BURCKHALTER AV
Oakland, CA
(37.775832, -122.166504)"
ROBBERY,11/12/2017 07:50:00 PM,17-059351,ROBBERY-FIREARM,02Y,900 WILLOW ST,Oakland,CA,"900 WILLOW ST
Oakland, CA
(37.808932, -122.299477)"
THEFT/LARCENY,11/29/2017 06:30:00 PM,17-919353,BURGLARY-AUTO,08X,2500BLK BROADWAY,Oakland,CA,"2500BLK BROADWAY
Oakland, CA
(37.814247, -122.2649)"
SEX CRIMES,12/05/2017 05:04:00 PM,17-063407,DISORDERLY CONDUCT:PROSTITUTION,07X,3600 MANDELA PKWY,Oakland,CA,"3600 MANDELA PKWY
Oakland, CA
(37.827326, -122.289221)"
THEFT/LARCENY,11/11/2017 08:00:00 PM,17-917941,BURGLARY-AUTO,12X,5100 SHATTUCK AVE,Oakland,CA,"5100 SHATTUCK AVE
Oakland, CA
(37.837311, -122.264102)"
THEFT/LARCENY,11/13/2017 01:30:00 PM,17-918032,BURGLARY-AUTO,31X,400 HEGENBERGER ROAD,Oakland,CA,"400 HEGENBERGER ROAD
Oakland, CA
(37.735772, -122.197083)"
THEFT/LARCENY,10/20/2017 09:05:00 AM,17-916668,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813468, -122.26486)"
BURGLARY,11/11/2017 12:00:00 AM,17-917979,BURGLARY-FORCIBLE ENTRY,12X,5000 WEBSTER ST,Oakland,CA,"5000 WEBSTER ST
Oakland, CA
(37.836274, -122.259627)"
VANDALISM,11/24/2017 05:45:00 PM,17-918587,VANDALISM,01X,200BLK CLAY ST,Oakland,CA,"200BLK CLAY ST
Oakland, CA
(37.797267, -122.278611)"
THEFT/LARCENY,12/16/2017 12:47:00 PM,17-065441,THEFT,04X,500 16TH ST,Oakland,CA,"500 16TH ST
Oakland, CA
(37.806119, -122.270459)"
THEFT/LARCENY,11/24/2017 09:00:00 PM,17-918560,THEFT,09X,4400 PIEDMONT AVE,Oakland,CA,"4400 PIEDMONT AVE
Oakland, CA
(37.830434, -122.247103)"
VANDALISM,10/18/2017 06:00:00 PM,17-916573,VANDALISM,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813468, -122.26486)"
ROBBERY,10/25/2017 06:54:00 AM,17-055960,ROBBERY-KNIFE OR CUTTING INSTRUMENT,09X,4100 BROADWAY,Oakland,CA,"4100 BROADWAY
Oakland, CA
(37.82874, -122.255871)"
ASSAULT,11/07/2017 12:17:00 AM,17-058390,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,30X,1600 78TH AV,Oakland,CA,"1600 78TH AV
Oakland, CA
(37.759648, -122.180139)"
THEFT/LARCENY,11/24/2017 12:00:00 AM,17-063740,THEFT,03X,800 HARRISON ST,Oakland,CA,"800 HARRISON ST
Oakland, CA
(37.799102, -122.270003)"
VANDALISM,11/06/2017 03:30:00 PM,17-058337,VANDALISM,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
ROBBERY,10/22/2017 11:27:00 AM,17-055427,ROBBERY-FIREARM,24Y,3800 ANGELO AV,Oakland,CA,"3800 ANGELO AV
Oakland, CA
(37.787757, -122.203082)"
